@relation 'dataset_pangoa_nosupervisado'

@attribute tipo_contribuyente {'Persona juridica','Persona natural'}
@attribute monto_impuesto numeric
@attribute monto_pagado numeric
@attribute deuda_acumulada numeric
@attribute anios_moroso numeric
@attribute frecuencia_pago {'Con retraso','Nunca paga'}
@attribute meses_retraso_promedio numeric
@attribute num_notificaciones numeric
@attribute respondio_notificacion {Si,No}
@attribute fraccionamiento {No,Si}

@data
'Persona natural',50.45,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',50.45,0,22.82,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.45,0,22.82,1,'Nunca paga',0,1,No,No
'Persona natural',50.44,0,22.81,1,'Nunca paga',0,1,No,No
'Persona natural',50.43,0,22.81,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.42,0,22.81,1,'Nunca paga',0,1,No,No
'Persona natural',50.41,0,22.81,1,'Nunca paga',0,0,No,No
'Persona natural',50.41,0,22.81,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.4,22.6,0,0,'Con retraso',0,1,Si,No
'Persona natural',50.39,0,22.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.37,0,22.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.32,0,22.78,1,'Nunca paga',0,1,No,No
'Persona natural',50.3,0,22.78,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.28,0,22.77,1,'Nunca paga',0,0,No,No
'Persona natural',50.26,0,22.77,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.25,0,22.77,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.24,0,22.76,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.17,0,22.75,1,'Nunca paga',0,1,No,No
'Persona natural',50.16,0,22.74,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.15,0,22.74,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.11,0,22.73,1,'Nunca paga',0,1,No,No
'Persona natural',50.08,0,22.72,1,'Nunca paga',0,1,No,No
'Persona natural',50.08,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',50.07,0,22.72,1,'Nunca paga',0.2,1,No,No
'Persona natural',50.05,0,22.72,1,'Nunca paga',0,1,No,No
'Persona natural',50,0,22.7,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.98,0,22.7,1,'Nunca paga',0,1,No,No
'Persona natural',49.92,0,22.68,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.9,0,22.68,1,'Nunca paga',0,1,No,No
'Persona natural',49.89,0,22.68,1,'Nunca paga',0,1,No,No
'Persona natural',49.87,0,22.67,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.86,0,22.67,1,'Nunca paga',0,1,No,No
'Persona natural',49.85,0,22.67,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.84,0,22.66,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.83,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',49.82,0,22.66,1,'Nunca paga',0,1,No,No
'Persona natural',49.82,0,22.66,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.8,0,22.65,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.73,0,12.64,1,'Nunca paga',0.2,0,No,No
'Persona natural',49.72,0,22.63,1,'Nunca paga',0,1,No,No
'Persona natural',49.68,0,22.62,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.67,0,22.62,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.66,0,22.62,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.65,0,22.62,1,'Nunca paga',0,0,No,No
'Persona natural',49.62,0,22.61,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.58,0,22.6,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.57,0,22.6,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.56,0,22.59,1,'Nunca paga',0,1,No,No
'Persona natural',49.56,0,22.59,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.55,22.39,0,0,'Con retraso',0,1,Si,No
'Persona natural',49.55,0,22.59,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.54,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',49.54,0,22.59,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.54,22.39,0,0,'Con retraso',0,1,Si,No
'Persona natural',49.53,0,22.59,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.48,0,22.57,1,'Nunca paga',0,1,No,No
'Persona natural',49.44,0,22.56,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.35,0,22.54,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.33,0,22.54,1,'Nunca paga',0,1,No,No
'Persona natural',49.3,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',49.27,0,22.52,1,'Nunca paga',0,1,No,No
'Persona natural',49.27,0,22.52,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.23,0,22.51,1,'Nunca paga',0,1,No,No
'Persona natural',49.21,0,22.51,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.21,0,22.51,1,'Nunca paga',0,1,No,No
'Persona natural',49.2,0,22.5,1,'Nunca paga',0,1,No,No
'Persona natural',49.18,0,22.5,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.17,0,22.5,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.16,0,22.49,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.15,0,12.49,1,'Nunca paga',0.2,0,No,No
'Persona natural',49.12,0,22.48,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.1,0,22.48,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.08,0,22.47,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.07,0,22.47,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.06,0,22.47,1,'Nunca paga',0,1,No,No
'Persona natural',49.06,0,22.47,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.05,0,22.47,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.02,0,22.45,1,'Nunca paga',0.2,1,No,No
'Persona natural',49.01,0,22.45,1,'Nunca paga',0,1,No,No
'Persona natural',48.98,0,22.44,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.96,0,22.43,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.94,0,22.43,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.92,0,22.42,1,'Nunca paga',0,1,No,No
'Persona natural',48.91,0,22.42,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.89,0,22.42,1,'Nunca paga',0,1,No,No
'Persona natural',48.85,0,22.41,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.83,0,22.4,1,'Nunca paga',0,1,No,No
'Persona natural',48.81,0,22.4,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.79,0,22.39,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.79,0,22.39,1,'Nunca paga',0,1,No,No
'Persona natural',48.78,22.2,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.77,0,22.39,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.74,0,22.38,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.72,0,22.37,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.69,0,22.37,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.68,0,22.36,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.62,12.16,0,0,'Con retraso',0,0,Si,No
'Persona natural',48.6,22.15,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.59,0,22.34,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.58,0,22.34,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.51,0,22.32,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.47,0,22.31,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.46,0,22.31,1,'Nunca paga',0,1,No,No
'Persona natural',48.45,0,22.31,1,'Nunca paga',0,1,No,No
'Persona natural',48.45,0,22.31,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.44,22.11,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.43,0,22.3,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.42,0,22.3,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.41,0,22.3,1,'Nunca paga',0,1,No,No
'Persona natural',48.4,0,22.29,1,'Nunca paga',0,1,No,No
'Persona natural',48.38,0,22.29,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.36,0,22.28,1,'Nunca paga',0,1,No,No
'Persona natural',48.35,22.09,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.32,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',48.3,0,22.27,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.29,0,22.27,1,'Nunca paga',0,1,No,No
'Persona natural',48.28,0,22.26,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.27,0,22.26,1,'Nunca paga',0,1,No,No
'Persona natural',48.27,0,22.26,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.26,0,22.26,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.23,0,22.25,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.22,0,22.25,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.19,22.05,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.13,0,22.23,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.12,22.03,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.09,0,22.22,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.07,0,22.21,1,'Nunca paga',0,1,No,No
'Persona natural',48.07,22.02,0,0,'Con retraso',0,1,Si,No
'Persona natural',48.05,0,22.21,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.02,0,22.2,1,'Nunca paga',0.2,1,No,No
'Persona natural',48.01,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',47.99,22,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.98,0,22.19,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.88,0,22.16,1,'Nunca paga',0,1,No,No
'Persona natural',47.88,0,22.16,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.88,0,12.16,1,'Nunca paga',0,0,No,No
'Persona natural',47.87,0,22.16,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.85,0,22.16,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.83,21.96,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.8,21.95,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.78,0,22.14,1,'Nunca paga',0,1,No,No
'Persona natural',47.78,0,22.14,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.76,0,22.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.75,0,22.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.73,0,22.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.73,0,22.13,1,'Nunca paga',0,1,No,No
'Persona natural',47.71,0,22.12,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.64,0,22.1,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.63,0,22.1,1,'Nunca paga',0,1,No,No
'Persona natural',47.62,0,22.1,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.61,0,22.1,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.6,0,22.09,1,'Nunca paga',0,1,No,No
'Persona natural',47.55,0,22.08,1,'Nunca paga',0,1,No,No
'Persona natural',47.54,21.89,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.53,0,22.08,1,'Nunca paga',0,1,No,No
'Persona natural',47.5,0,22.07,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.45,0,22.06,1,'Nunca paga',0,1,No,No
'Persona natural',47.42,21.86,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.41,0,22.05,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.37,0,22.04,1,'Nunca paga',0,1,No,No
'Persona natural',47.35,0,22.03,1,'Nunca paga',0,1,No,No
'Persona natural',47.35,0,22.03,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.3,21.83,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.29,0,22.02,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.27,0,22.01,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.22,0,22,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.21,0,22,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.2,0,21.99,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.18,0,21.99,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.14,0,21.98,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.13,0,21.98,1,'Nunca paga',0,1,No,No
'Persona natural',47.08,21.77,0,0,'Con retraso',0,1,Si,No
'Persona natural',47.08,0,21.96,1,'Nunca paga',0,1,No,No
'Persona natural',47.07,0,21.96,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.06,0,21.96,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.05,0,21.96,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.04,0,21.95,1,'Nunca paga',0.2,1,No,No
'Persona natural',47.02,21.76,0,0,'Con retraso',0,1,Si,No
'Persona natural',46.95,0,21.93,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.94,0,21.93,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.92,0,21.92,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.88,0,21.91,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.86,0,21.91,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.85,0,21.91,1,'Nunca paga',0,0,No,No
'Persona natural',46.84,0,21.9,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.82,0,21.9,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.81,0,21.9,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.77,0,21.89,1,'Nunca paga',0,1,No,No
'Persona natural',46.75,0,21.88,1,'Nunca paga',0,1,No,No
'Persona natural',46.74,0,21.88,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.71,0,21.87,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.7,0,21.87,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.7,21.68,0,0,'Con retraso',0,1,Si,No
'Persona natural',46.68,0,21.86,1,'Nunca paga',0,1,No,No
'Persona natural',46.65,0,21.86,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.64,0,21.85,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.61,21.66,0,0,'Con retraso',0,1,Si,No
'Persona natural',46.6,0,21.84,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.6,0,21.84,1,'Nunca paga',0,1,No,No
'Persona natural',46.58,0,21.84,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.56,0,21.83,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.54,0,21.83,1,'Nunca paga',0,1,No,No
'Persona natural',46.53,0,21.83,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.52,0,21.81,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.51,0,21.81,1,'Nunca paga',0,1,No,No
'Persona natural',46.49,21.63,0,0,'Con retraso',0,1,Si,No
'Persona natural',46.48,0,21.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.47,0,21.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.46,0,21.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.45,0,21.8,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.44,0,21.79,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.41,0,21.79,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.27,21.71,0,0,'Con retraso',0,1,Si,No
'Persona natural',46.25,0,21.75,1,'Nunca paga',0,1,No,No
'Persona natural',46.25,0,21.75,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.24,0,21.74,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.2,0,21.73,1,'Nunca paga',0,1,No,No
'Persona natural',46.19,0,21.73,1,'Nunca paga',0,1,No,No
'Persona natural',46.18,0,21.73,1,'Nunca paga',0,1,No,No
'Persona natural',46.17,0,21.73,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.13,0,21.72,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.12,0,21.71,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.11,0,21.71,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.1,0,21.71,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.06,0,21.7,1,'Nunca paga',0,1,No,No
'Persona natural',46.05,0,21.7,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.04,0,21.69,1,'Nunca paga',0.2,1,No,No
'Persona natural',46.01,0,21.69,1,'Nunca paga',0.2,1,No,No
'Persona natural',46,0,21.68,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.94,0,21.67,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.9,0,21.66,1,'Nunca paga',0,1,No,No
'Persona natural',45.87,0,21.65,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.84,0,21.64,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.83,21.46,0,0,'Con retraso',0,1,Si,No
'Persona natural',45.81,0,21.64,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.8,0,21.63,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.79,21.45,0,0,'Con retraso',0,1,Si,No
'Persona natural',45.79,0,21.63,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.76,0,21.62,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.7,0,21.61,1,'Nunca paga',0,1,No,No
'Persona natural',45.68,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',45.61,0,21.59,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.6,0,21.58,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.59,0,21.58,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.58,0,21.58,1,'Nunca paga',0,1,No,No
'Persona natural',45.58,0,21.58,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.56,0,21.57,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.55,0,21.57,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.53,0,21.57,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.51,0,21.56,1,'Nunca paga',0,1,No,No
'Persona natural',45.48,0,21.55,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.48,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',45.44,0,21.54,1,'Nunca paga',0,1,No,No
'Persona natural',45.44,0,21.54,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.41,0,21.54,1,'Nunca paga',0,1,No,No
'Persona natural',45.41,0,21.54,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.4,0,21.53,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.38,0,21.53,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.34,0,21.52,1,'Nunca paga',0,1,No,No
'Persona natural',45.31,0,21.51,1,'Nunca paga',0,1,No,No
'Persona natural',45.31,0,21.51,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.27,0,21.5,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.21,0,21.49,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.07,0,21.45,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.03,0,21.44,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.03,21.26,0,0,'Con retraso',0,1,Si,No
'Persona natural',45.02,0,21.44,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.01,0,21.44,1,'Nunca paga',0.2,1,No,No
'Persona natural',45.01,0,21.44,1,'Nunca paga',0,0,No,No
'Persona natural',44.97,21.25,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.97,0,21.43,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.96,0,21.42,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.95,0,21.42,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.92,0,21.41,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.88,0,21.4,1,'Nunca paga',0,1,No,No
'Persona natural',44.88,0,21.4,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.86,21.22,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.83,0,21.39,1,'Nunca paga',0,1,No,No
'Persona natural',44.81,0,21.39,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.8,0,21.38,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.74,0,21.37,1,'Nunca paga',0,1,No,No
'Persona natural',44.72,0,21.36,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.71,0,21.36,1,'Nunca paga',0,1,No,No
'Persona natural',44.69,0,21.36,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.68,0,21.35,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.67,0,21.35,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.64,0,21.34,1,'Nunca paga',0,1,No,No
'Persona natural',44.63,0,21.34,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.62,0,21.34,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.61,0,21.34,1,'Nunca paga',0,1,No,No
'Persona natural',44.6,0,21.33,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.58,0,21.33,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.56,0,21.32,1,'Nunca paga',0,1,No,No
'Persona natural',44.56,0,21.32,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.55,0,21.32,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.52,0,21.31,1,'Nunca paga',0,1,No,No
'Persona natural',44.51,0,21.31,1,'Nunca paga',0,1,No,No
'Persona natural',44.51,21.13,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.49,0,21.31,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.48,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',44.48,0,21.3,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.44,0,21.29,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.43,0,21.29,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.4,0,21.28,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.38,0,21.28,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.36,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',44.35,0,21.27,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.34,21.09,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.32,0,21.26,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.3,0,21.26,1,'Nunca paga',0,1,No,No
'Persona natural',44.29,0,21.26,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.28,0,21.25,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.26,21.07,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.25,0,21.25,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.23,0,21.24,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.23,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',44.21,0,21.24,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.2,0,21.23,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.19,0,21.23,1,'Nunca paga',0,1,No,No
'Persona natural',44.19,0,21.23,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.18,0,21.23,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.16,21.04,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.12,21.03,0,0,'Con retraso',0,1,Si,No
'Persona natural',44.09,0,21.21,1,'Nunca paga',0.2,1,No,No
'Persona juridica',44.08,0,21.2,1,'Nunca paga',0,0,No,No
'Persona natural',44.05,0,21.2,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.03,0,21.19,1,'Nunca paga',0,1,No,No
'Persona natural',44.02,0,21.19,1,'Nunca paga',0.2,1,No,No
'Persona natural',44.01,0,21.19,1,'Nunca paga',0.2,1,No,No
'Persona natural',44,0,21.17,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.99,0,21.17,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.97,0,21.17,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.96,0,21.16,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.96,0,21.16,1,'Nunca paga',0,1,No,No
'Persona natural',43.94,0,21.16,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.92,0,21.15,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.92,0,21.15,1,'Nunca paga',0,1,No,No
'Persona natural',43.91,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',43.89,0,21.15,1,'Nunca paga',0,1,No,No
'Persona natural',43.89,0,21.15,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.86,0,21.14,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.86,0,21.14,1,'Nunca paga',0,1,No,No
'Persona natural',43.85,0,21.14,1,'Nunca paga',0,1,No,No
'Persona natural',43.83,0,21.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.82,0,21.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.81,20.96,0,0,'Con retraso',0,1,Si,No
'Persona natural',43.81,0,21.13,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.81,0,21.13,1,'Nunca paga',0,1,No,No
'Persona natural',43.79,0,21.12,1,'Nunca paga',0,1,No,No
'Persona natural',43.78,0,21.12,1,'Nunca paga',0,1,No,No
'Persona natural',43.78,0,21.12,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.76,0,21.11,1,'Nunca paga',0,1,No,No
'Persona natural',43.74,0,21.11,1,'Nunca paga',0,1,No,No
'Persona natural',43.74,0,21.11,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.72,0,21.1,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.71,0,21.1,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.69,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',43.66,0,21.09,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.62,0,21.08,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.61,20.91,0,0,'Con retraso',0,1,Si,No
'Persona natural',43.61,0,21.08,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.6,0,21.07,1,'Nunca paga',0,1,No,No
'Persona natural',43.59,0,21.07,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.59,0,21.07,1,'Nunca paga',0,0,No,No
'Persona natural',43.56,0,21.06,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.55,0,21.06,1,'Nunca paga',0,1,No,No
'Persona natural',43.51,0,21.05,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.5,0,21.05,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.5,0,0,0,'Nunca paga',0.2,0,No,No
'Persona natural',43.49,0,21.05,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.47,0,21.04,1,'Nunca paga',0,1,No,No
'Persona natural',43.45,0,21.04,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.45,27.39,0,0,'Con retraso',0,1,Si,No
'Persona natural',43.45,20.87,0,0,'Con retraso',0,1,Si,No
'Persona natural',43.44,0,21.03,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.4,0,21.02,1,'Nunca paga',0,1,No,No
'Persona natural',43.4,0,21.02,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.39,0,21.02,1,'Nunca paga',0,1,No,No
'Persona natural',43.38,0,21.02,1,'Nunca paga',0.2,1,No,No
'Persona natural',43.37,0,21.02,1,'Nunca paga',0,0,No,No
'Persona natural',43.32,0,21,1,'Nunca paga',0.2,1,No,No
